公司代号,公司名字,类型,联系方式类型,联系方式
,,,电子邮箱,lcrsyd@126.com
,,,电话,021-65985557
,,,电话,021-55091137
,,,电话,021-65981466
1020080126,上海同林实业有限公司,施工企业,电子邮箱,505319493@qq.com
,,,电话,13641652460
,,,电话,021-67240054
1020070112,上海同纳建设工程质量检测有限公司,施工企业,电子邮箱,irene.ko@163.com
,,,电话,021-62847111
1020110051,上海同旗建筑工程技术有限公司,施工企业,电子邮箱,13918236342@163.com
,,,电子邮箱,tongqijiagu@163.com
,,,电子邮箱,495844329@qq.com
,,,电话,021-50893166
,,,电话,13482537646
1020070264,上海同企信息集成系统有限公司,施工企业,电子邮箱,tgnid@163.com
,,,电话,021-55213058
,,,电话,021-55213051
1020021666,上海同升地基工程有限公司,施工企业,电子邮箱,zh6919502@126.com
,,,电话,021-66390666
1020090332,上海同泰基础工程有限公司,施工企业,电子邮箱,550590119@qq.com
,,,电话,021-50327758
1020100562,上海同图建筑设计工程有限公司,施工企业,电子邮箱,public@tongtu-sh.com
,,,电话,021-51096106
,,,电话,13901632944
1020171883,上海同鑫家居科技有限公司,施工企业,电子邮箱,huzhanping@ldcpj.com.cn
,,,电话,021-65043993
,,,电话,13701993426
1020152145,上海潼灏建筑装饰工程有限公司,施工企业,电子邮箱,123456@163.com
,,,电话,13061615698
1020172660,上海潼天石油设备有限公司,施工企业,电子邮箱,tongtianss@163.com
,,,电话,021-56668272
,,,电话,021-56660575
1020166637,上海统联通信工程有限公司,施工企业,电子邮箱,651598403@qq.com
,,,电话,021-58888863
,,,电话,13817973218
1020070385,上海投石实业有限公司,施工企业,电话,15000501226
,,,电话,13918296212
1020171486,上海图强净化科技有限公司,施工企业,电子邮箱,813591069@qq.com
,,,电子邮箱,tuqiang@tqjhkj.com
1020170041,上海图现环保工程有限公司,施工企业,电子邮箱,tuxian1129@126.com
,,,电子邮箱,dsc1129@126.com
,,,电话,18017639053
,,,电话,021-69105154
1020170884,上海涂安建筑安装工程有限公司,施工企业,电子邮箱,105487815@qq.com
,,,电子邮箱,2355880013@qq.com
,,,电子邮箱,2355880012@qq.com
,,,电话,18616300183
,,,电话,13761556110
,,,电话,021-52273108
1020155003,上海拓得电气自控工程有限公司,施工企业,电子邮箱,taoying123@hotmail.com
,,,电子邮箱,1104263230@qq.com
,,,电话,021-37910191
1020170389,上海拓顺建筑工程有限公司,施工企业,电子邮箱,576808016@qq.com
,,,电子邮箱,1918185403@qq.com
,,,电子邮箱,1918185403@qqq.com
,,,电话,18516028083
,,,电话,13917916642
1020171875,上海宛昌工程技术有限公司,施工企业,电子邮箱,306622047@qq.com
,,,电话,021-56556469
,,,电话,021-56554011
1020171816,上海宛汗装饰安装工程有限公司,施工企业,电话,13701836585
1020130407,上海万博自来水设备安装工程有限公司,施工企业,电子邮箱,25421241@qq.com
,,,电子邮箱,13381662638@163.com
,,,电话,17701679580
,,,电话,13381662638
,,,电话,021-62504735
1020172158,上海万琮建筑劳务有限公司,施工企业,电子邮箱,1403544464@qq.com
,,,电话,021-56081902
1020171765,上海万都电力工程有限公司,施工企业,电子邮箱,www.wandu@wandudianli.com
,,,电子邮箱,wandu@wandudianli.com
,,,电话,021-63301238
1020140550,上海万亨建设工程有限公司,施工企业,电子邮箱,393495052@qq.com
,,,电话,021-31278399
1020130510,上海万江建设发展有限公司,施工企业,电子邮箱,52990914@qq.com
,,,电话,021-67111017
1020040818,上海万津水利工程有限公司,施工企业,电子邮箱,zcsz_2006@163.com
,,,电话,021-67251776
,,,电话,021-57251331
1020130079,上海万坤企业发展有限公司,施工企业,电子邮箱,qiancy@maxqueen.com
,,,电话,021-52047689
,,,电话,021-35961606
,,,电话,021-52581617
1020171453,上海万朗建设工程有限公司,施工企业,电子邮箱,verylong@wanlang-sh.com
,,,电子邮箱,316175857@qq.com
,,,电子邮箱,2472144326@qq.com
,,,电话,021-62996470
1020165265,上海万物互联电力工程有限公司,施工企业,电子邮箱,1478679592@qq.com
,,,电子邮箱,735421555@qq.com
,,,电话,021-57586703
,,,电话,021-57586658
1020172372,上海万旋建筑基础工程有限公司,施工企业,电子邮箱,lvshaofu@263.net
,,,电话,18562582520
1020171650,上海王维平建筑装饰工程有限公司,施工企业,电话,15921899101
1020155671,上海王现实业有限公司,施工企业,电话,021-58271030
,,,电话,13331876266
1020120599,上海网盛信息科技有限公司,施工企业,电子邮箱,yln@ins-sh.com
,,,电子邮箱,sf@ins-sh.com
,,,电子邮箱,kzb@ins-sh.com
,,,电话,021-63452730
1020038963,上海旺龙建筑装饰工程有限公司,施工企业,电子邮箱,13391394418@163.com
,,,电子邮箱,sh-wanglong@163.com
,,,电话,021-39293035
1020170211,上海旺仕玖混凝土制品有限公司,施工企业,电子邮箱,wsj956@163.com
,,,电子邮箱,625994716@qq.com
,,,电话,021-69459177
1020170329,上海旺邑建筑工程有限公司,施工企业,电话,15021438886
1020172910,上海望海大数据信息有限公司,施工企业,电子邮箱,aisfsh@163.com
,,,电子邮箱,zhangjialing@shsmart-zone.com
,,,电话,021-52585968
,,,电话,021-33677136
1020165682,上海威启冷暖设备工程有限公司,施工企业,电话,021-50313075
,,,电话,021-50786448
,,,电话,13386017118
1020173452,上海威蔷建筑劳务有限公司,施工企业,电子邮箱,123329145@qq.com
,,,电话,18001626785
1020173936,上海威域达电力工程有限公司,施工企业,电子邮箱,mgying@live.cn
,,,电话,021-59228047
,,,电话,021-59228787
,,,电话,021-54738881
1020165274,上海为航建设发展有限公司,施工企业,电话,13701985576
,,,电话,021-50282484
1020170554,上海惟余建设工程有限公司,施工企业,电话,021-68815807
1020090074,上海维方建筑装饰工程有限公司,施工企业,电子邮箱,shwfjz@163.com
,,,电子邮箱,502414489@qq.com
,,,电子邮箱,lussun98@163.com
,,,电子邮箱,shhweifang@163.com
,,,电话,021-62156111
,,,电话,021-55483028
,,,电话,021-54483028
1020120562,上海维靓企业发展有限公司,施工企业,电子邮箱,526434739@qq.com
,,,电子邮箱,pjwanghui@smmail.cn
,,,电话,15900617925
,,,电话,021-56970088
1020120030,上海维迈金建设工程有限公司,施工企业,电子邮箱,372503443@qq.com
,,,电话,025-84408068
1020090101,上海维禹水利建设有限公司,施工企业,电子邮箱,383429440@qq.com
,,,电话,13636610633
1020172106,上海维滋实业有限公司,施工企业,电子邮箱,wjsales@126.com
,,,电子邮箱,wjsale@126.com
,,,电话,13816593503
,,,电话,021-51182309
,,,电话,021-62077108
1020165589,上海伟昊建设发展有限公司,施工企业,电子邮箱,452012978@qq.com
,,,电话,021-31230708
1020100236,上海伟渠装饰工程有限公司,施工企业,电子邮箱,547763197@qq.com
,,,电子邮箱,zqpdyj@yahoo.cn
,,,电话,13391006657
,,,电话,13916089340
,,,电话,13818313286
,,,电话,021-59122384
1020110009,上海伟尚建筑劳务有限公司,施工企业,电子邮箱,cqws990716@126.com
,,,电话,13681891661
,,,电话,021-58653869
,,,电话,58653869
1020165803,上海伟振置业发展有限公司,施工企业,电话,021-65266404
1020050150,上海炜邦建设发展有限公司,施工企业,电子邮箱,1456254025@qq.com
,,,电话,13817243784
,,,电话,021-63175810
,,,电话,021-33530559
1020165944,上海炜晟通信技术工程有限公司,施工企业,电子邮箱,13901849151@139.com
,,,电话,021-64755750
,,,电话,13301997812
1020163810,上海炜烨燃气工程有限公司,施工企业,电子邮箱,759910297@qq.com
,,,电话,13003146196
1020060106,上海玮银建设工程有限公司,施工企业,电子邮箱,191570717@qq.com
,,,电子邮箱,153242028@qq.com
,,,电子邮箱,xinmeiyi0203@163.com
,,,电话,021-69691759
,,,电话,021-69612052
1020171636,上海卫勤建筑工程有限公司,施工企业,电话,021-64501468
1020151170,上海卫士环境工程有限公司,施工企业,电话,13311661129
,,,电话,021-69631988
,,,电话,021-39631988
,,,电话,39631988
1020172125,上海渭祥建筑工程有限公司,施工企业,电话,021-67189212
1020171440,上海蔚来建筑装饰设计工程有限公司,施工企业,电子邮箱,amy-qian@idmal.com
,,,电子邮箱,amy_qian@idmal.com
,,,电话,18616767106
1020170534,上海文全装潢设计有限公司,施工企业,电子邮箱,508898679@qq.com
,,,电话,021-52753557
1020060533,上海文宇建设集团有限公司,施工企业,电子邮箱,wenyujianzhu@163.com
,,,电话,021-56942293
1020170206,上海闻景园林绿化有限公司,施工企业,电子邮箱,13801753121@139.com
,,,电话,13801753121
1020090528,上海稳洋园林绿化有限公司,施工企业,电话,13761999266
,,,电话,13764332183
1020130018,上海卧凯建筑工程有限公司,施工企业,电子邮箱,hiller33@sina.com
,,,电话,021-37580285
1020060203,上海屋宇通用建筑工程有限公司,施工企业,电子邮箱,sunmeimei88@126.com
,,,电子邮箱,finance@gbc.net.cn
,,,电话,021-58383388
,,,电话,58383388-188
1020130439,上海五零盛同信息科技有限公司,施工企业,电子邮箱,zgdk50sht_hr@126.com
,,,电子邮箱,zgdk50st_hr@126.com
,,,电话,021-62547600
1020171649,上海武蛟劳务派遣有限公司,施工企业,电子邮箱,aking200@163.com
,,,电子邮箱,1044935167@qq.com
,,,电话,021-64498222
,,,电话,13817725978
1020171380,上海武俊铁路配套工程有限公司,施工企业,电话,13801817621
1020171321,上海武龙建筑劳务有限公司,施工企业,电子邮箱,598896636@qq.com
,,,电话,18701992467
1020020954,上海武威建设工程有限公司,施工企业,电子邮箱,1729104050@qq.com
,,,电子邮箱,1729104050@qq.co
,,,电子邮箱,1927104050@qq.com
,,,电话,021-63637398
,,,电话,13020114829
1020155884,上海戊禾信息技术有限公司,施工企业,电子邮箱,347742719@qq.com
,,,电话,021-64826096
,,,电话,13022161810
1020130508,上海夕华幕墙装饰工程有限公司,施工企业,电子邮箱,931049329@qq.com
,,,电子邮箱,xh201788@163.com
,,,电子邮箱,1137051021@qq.com
,,,电话,13061632462
,,,电话,021-66783612
,,,电话,13636661988
1020120764,上海西地建设发展有限公司,施工企业,电子邮箱,2584304963@qq.com
,,,电子邮箱,37985265@qq.com
,,,电话,021-50180652
,,,电话,13641860501
,,,电话,021-51793989
1020140863,上海西浦实业发展有限公司,施工企业,电子邮箱,xpu1668@126.com
,,,电子邮箱,493633560@qq.com
,,,电话,021-52689216
,,,电话,021-52669792
,,,电话,18616261668
1020153952,上海西思建筑装饰工程有限公司,施工企业,电话,13061737872
,,,电话,021-64821183
1020172694,上海西舞科技有限公司,施工企业,电子邮箱,13804587585@139.com
,,,电子邮箱,13301993975@189.com
,,,电话,13301993975
1020173170,上海希明电气技术有限公司,施工企业,电子邮箱,dongyan@xmel.sh.cn
,,,电话,021-62036771
,,,电话,62036771
1020166684,上海希霓科建筑劳务有限公司,施工企业,电子邮箱,zhongguorong@snksh.com
,,,电话,021-51060068
1020172881,上海希晰建筑劳务有限公司,施工企业,电子邮箱,734410721@qq.com
,,,电话,15921339808
1020090104,上海希苑建筑装饰工程有限公司,施工企业,电子邮箱,ws@puyishi.com
,,,电话,021-64517731
1020166145,上海锡澄防水工程有限公司,施工企业,电话,021-66018399
1020173359,上海熙弋建筑装饰工程有限公司,施工企业,电话,13564950693
1020166377,上海喜贝建筑工程有限公司,施工企业,电子邮箱,sz.0220@hotmail.com
,,,电子邮箱,13918734118@163.com
,,,电话,021-55506008
,,,电话,60453308
,,,电话,13918734118
1020166828,上海喜晨实业有限公司,施工企业,电子邮箱,xichentongxi@163.com
,,,电子邮箱,xichentongxin@163.com
,,,电话,021-50880006
1020173152,上海喜鼎建设工程有限公司,施工企业,电话,021-58125999
1020172235,上海系阳建筑劳务有限公司,施工企业,电子邮箱,2232809662@qq.com
,,,电话,13661893141
,,,电话,13816628868
,,,电话,15822249677
1020060609,上海霞丽建筑工程集团有限公司,施工企业,电子邮箱,782939885@qq.com
,,,电子邮箱,wenwen105231@163.com
,,,电话,021-7132906
,,,电话,021-37587617
,,,电话,021-57137500
1020060632,上海仙童电力设备工程有限公司,施工企业,电子邮箱,ax15000979@163.com
,,,电子邮箱,xiantong702@163.com
,,,电子邮箱,xiantong702@aliyun.com
,,,电话,021-50344762
1020120867,上海先荣建筑集团有限公司,施工企业,电子邮箱,xianrongzhuangshi@126.com
,,,电子邮箱,xianrongzhuangshi@126.om
,,,电话,021-53088233
,,,电话,021-53088200
1020170115,上海先特涂装工程有限公司,施工企业,电子邮箱,lujunfang@atech-sh.com
,,,电子邮箱,junfanglu@atech-sh.com
,,,电话,021-54932128
,,,电话,021-54932126
1020022957,上海弦通电力工程有限公司,施工企业,电子邮箱,mwhmwh100@163.com
,,,电话,021-57596303
,,,电话,57596303
1020170077,上海贤逸通讯科技有限公司,施工企业,电子邮箱,476393432@qq.com
,,,电子邮箱,shxianyitongxun@163.com
,,,电话,13817263777
,,,电话,021-64011122
,,,电话,64011122-191
1020171881,上海贤域实业有限公司,施工企业,电子邮箱,qc368@sina.com
,,,电话,021-67109001
1020130728,上海显达项目管理咨询有限公司,施工企业,电子邮箱,yqxh1102@163.com
,,,电话,021-59910641
,,,电话,59910641
1020080231,上海显高装饰设计工程有限公司,施工企业,电子邮箱,xiangao801@163.com
,,,电话,021-31199218
,,,电话,31199218
1020090060,上海香棠电力安装工程有限公司,施工企业,电子邮箱,shxtdl@126.com
,,,电话,021-55153585
1020130194,上海湘涟防水装潢工程有限公司,施工企业,电子邮箱,skypei@163.com
,,,电话,13162856133
,,,电话,13061601790
,,,电话,021-51362679
1020174458,上海湘尧环境工程有限公司,施工企业,电话,021-68003599
,,,电话,13534150806
1020171408,上海湘中环境服务有限公司,施工企业,电子邮箱,xiangzhongbj@163.com
,,,电话,13795411783
,,,电话,021-52652528
1020151713,上海祥丰建筑工程有限公司,施工企业,电子邮箱,675654866@qq.com
,,,电话,15618703992
,,,电话,13816813139
1020020035,上海祥谷钢结构工程有限公司,施工企业,电话,021-65569000
1020170923,上海祥贸实业有限公司,施工企业,电子邮箱,li.zou@xiangmaoindustry.com
,,,电子邮箱,lijun.zhao@xiangmaoindustry.com
,,,电子邮箱,jingfang.xia@xiangmaoindustry.com
,,,电子邮箱,...
,,,电话,021-66796306
,,,电话,021-66796480
,,,电话,021-56694500
1020170282,上海祥烨建筑工程有限公司,施工企业,电子邮箱,xiangyejz@163.com
,,,电话,021-50387577
1020023058,上海祥瀛建设工程有限公司,施工企业,电子邮箱,2473431990@qq.com
,,,电话,021-66218307
,,,电话,021-56697179
1020120184,上海翔奔建筑装饰工程有限公司,施工企业,电子邮箱,438868042@qq.com
,,,电话,13301983594
,,,电话,021-34683336
1020140741,上海翔昆建筑工程有限公司,施工企业,电子邮箱,jhjjyq@126.com
,,,电话,021-67104036
1020021149,上海翔龙水电设备安装工程处,施工企业,电话,021-62318877
,,,电话,021-62303003
1020165399,上海翔思建筑劳务有限公司,施工企业,电子邮箱,1525992776@qq.com
,,,电话,13122062022
1020166794,上海翔霄建筑劳务有限公司,施工企业,电话,13817017111
1020110481,上海翔英建设工程有限公司,施工企业,电子邮箱,gxls_922@163.com
,,,电话,15366389960
,,,电话,021-66288354
1020110271,上海翔展建筑装饰工程有限公司,施工企业,电子邮箱,xiangzhan2002@126.com
,,,电话,021-55230848
1020170568,上海响当当建设工程有限公司,施工企业,电子邮箱,543222508@qq.com
,,,电话,021-56929622
,,,电话,13952963888
1020165820,上海向龙建筑劳务有限公司,施工企业,电子邮箱,1499614098@qq.com
,,,电话,17321401810
1020130579,上海向念建筑装饰设计工程有限公司,施工企业,电子邮箱,23092111@qq.com
,,,电话,021-66180862
,,,电话,18501683388
1020120165,上海象阳建筑工程有限公司,施工企业,电子邮箱,xyjz12@163.com
,,,电话,13311868775
,,,电话,021-54888696
,,,电话,13601752268
,,,电话,54888696
1020173520,上海橡咨建筑工程有限公司,施工企业,电话,021-57651758
1020172593,上海消圣消防工程有限公司,施工企业,电话,18016460330
